Ticket_ID,Created_Date,Ticket_Type,Priority,Status,Channel,Product,Category,Assigned_Agent,First_Response_Time_Hours,Resolution_Time_Hours,CSAT_Score
TKT-00220,2024-06-07 07:51:00,Feature Request,Medium,Open,Chat,Product D,Documentation,Agent_2,19.09,91.35,
TKT-00221,2024-04-11 04:01:00,General Inquiry,Critical,In Progress,Chat,Product A,Data Loss,Agent_9,3.25,21.85,
TKT-00222,2024-01-24 07:30:00,Bug Report,Low,In Progress,Web Portal,Product B,Authentication,Agent_4,59.46,149.8,
TKT-00223,2024-11-08 02:29:00,Bug Report,Low,Resolved,Email,Product E,Data Loss,Agent_8,48.89,54.9,4.0
TKT-00224,2024-07-31 20:36:00,Technical Issue,Critical,Open,Phone,Product D,Performance,Agent_5,1.09,4.12,
TKT-00225,2024-04-09 22:44:00,Technical Issue,Medium,In Progress,Web Portal,Product E,Performance,Agent_6,12.99,57.15,
TKT-00226,2024-07-15 15:25:00,Billing Question,Medium,Closed,Web Portal,Product B,Authentication,Agent_13,21.88,45.48,3.0
TKT-00227,2024-05-04 04:41:00,Bug Report,High,Resolved,Email,Product E,Data Loss,Agent_6,9.51,15.86,5.0
TKT-00228,2024-12-18 00:57:00,General Inquiry,High,Open,Chat,Product B,Documentation,Agent_13,5.74,24.59,
TKT-00229,2024-02-24 13:14:00,General Inquiry,High,In Progress,Chat,Product A,Data Loss,Agent_1,7.19,38.01,
TKT-00230,2024-03-31 22:33:00,Bug Report,Critical,Open,Web Portal,Product A,Integration,Agent_13,1.13,12.04,
TKT-00231,2024-08-25 01:35:00,Billing Question,High,Resolved,Phone,Product B,Integration,Agent_15,9.12,12.32,5.0
TKT-00232,2024-05-07 03:29:00,Feature Request,High,Pending,Chat,Product D,Payment,Agent_9,7.25,27.51,
TKT-00233,2024-03-09 14:42:00,Billing Question,Critical,Open,Web Portal,Product A,Performance,Agent_5,2.19,7.95,
TKT-00234,2024-09-28 17:38:00,Account Access,High,Open,Phone,Product D,Documentation,Agent_15,11.56,31.05,
TKT-00235,2024-06-11 14:39:00,Account Access,Medium,Open,Phone,Product E,Authentication,Agent_3,14.53,88.69,
TKT-00236,2024-09-15 13:53:00,Technical Issue,Low,Open,Phone,Product A,UI/UX,Agent_14,46.87,97.29,
TKT-00237,2024-10-07 14:57:00,Billing Question,Medium,In Progress,Phone,Product B,Documentation,Agent_12,17.49,89.74,
TKT-00238,2024-03-22 23:55:00,Billing Question,Medium,Pending,Web Portal,Product B,Performance,Agent_14,20.23,24.5,
TKT-00239,2024-08-31 14:16:00,General Inquiry,Low,Closed,Web Portal,Product A,Data Loss,Agent_9,50.98,140.33,3.0
TKT-00240,2024-05-06 20:17:00,Technical Issue,Medium,Open,Phone,Product B,Documentation,Agent_10,9.73,42.01,
TKT-00241,2024-09-23 15:40:00,General Inquiry,Low,Closed,Chat,Product A,Performance,Agent_11,65.69,104.48,2.0
TKT-00242,2024-05-02 08:28:00,Feature Request,Medium,In Progress,Chat,Product C,Integration,Agent_2,14.14,50.95,
TKT-00243,2024-02-09 22:18:00,Billing Question,Critical,Pending,Web Portal,Product A,UI/UX,Agent_12,1.32,11.29,
TKT-00244,2024-04-30 08:21:00,General Inquiry,Critical,Resolved,Phone,Product D,Data Loss,Agent_1,1.27,21.84,5.0
TKT-00245,2024-06-12 17:05:00,Bug Report,High,Resolved,Phone,Product E,Performance,Agent_15,6.25,31.31,5.0
TKT-00246,2024-03-11 04:14:00,General Inquiry,Critical,Resolved,Web Portal,Product B,Payment,Agent_8,1.82,9.39,5.0
TKT-00247,2024-07-15 22:09:00,Billing Question,Low,Resolved,Web Portal,Product E,Integration,Agent_13,21.43,166.72,2.0
TKT-00248,2024-12-27 06:04:00,Feature Request,High,Resolved,Web Portal,Product A,Integration,Agent_8,10.42,35.63,5.0
TKT-00249,2024-07-31 13:21:00,Billing Question,Medium,Pending,Email,Product A,Performance,Agent_14,10.58,55.63,
TKT-00250,2024-10-04 14:26:00,Bug Report,Critical,Open,Email,Product A,Data Loss,Agent_13,0.8,6.8,
TKT-00251,2024-02-01 06:53:00,Account Access,High,Resolved,Phone,Product D,Data Loss,Agent_2,9.52,38.9,4.0
TKT-00252,2024-08-03 12:57:00,Account Access,Critical,Open,Email,Product E,Integration,Agent_2,1.53,4.12,
TKT-00253,2024-10-26 22:01:00,Feature Request,High,Closed,Chat,Product E,UI/UX,Agent_13,7.19,43.81,3.0
TKT-00254,2024-10-21 12:30:00,Feature Request,Low,Open,Phone,Product B,Documentation,Agent_10,25.81,133.11,
TKT-00255,2024-01-04 11:19:00,Bug Report,Low,Closed,Email,Product A,Data Loss,Agent_10,14.47,61.28,3.0
TKT-00256,2024-07-18 13:34:00,General Inquiry,Medium,Open,Phone,Product B,Payment,Agent_13,15.22,44.51,
TKT-00257,2024-10-06 19:57:00,Account Access,High,Closed,Chat,Product D,Authentication,Agent_14,5.36,16.81,5.0
TKT-00258,2024-04-22 15:14:00,Account Access,Low,Open,Chat,Product C,UI/UX,Agent_2,39.07,98.53,
TKT-00259,2024-05-19 13:31:00,Account Access,Medium,Open,Phone,Product D,UI/UX,Agent_14,13.79,47.85,
TKT-00260,2024-01-15 12:21:00,Account Access,High,Pending,Email,Product C,Data Loss,Agent_9,5.68,13.14,
TKT-00261,2024-12-08 21:51:00,Bug Report,Medium,Closed,Phone,Product A,Documentation,Agent_1,14.96,71.97,3.0
TKT-00262,2024-07-26 23:10:00,Feature Request,Low,Open,Chat,Product E,Payment,Agent_9,28.38,161.81,
TKT-00263,2024-08-27 04:39:00,Feature Request,Medium,Pending,Email,Product E,Data Loss,Agent_2,6.44,93.1,
TKT-00264,2024-09-30 00:58:00,Technical Issue,High,Pending,Email,Product B,Integration,Agent_3,6.42,47.39,
TKT-00265,2024-07-20 18:36:00,General Inquiry,Critical,Closed,Web Portal,Product C,Payment,Agent_11,1.43,6.38,5.0
TKT-00266,2024-12-05 00:05:00,Feature Request,Low,Open,Phone,Product B,UI/UX,Agent_2,16.55,106.69,
TKT-00267,2024-11-25 13:08:00,Account Access,High,Pending,Chat,Product A,Documentation,Agent_14,11.01,29.84,
TKT-00268,2024-08-24 05:03:00,Billing Question,High,Resolved,Chat,Product E,UI/UX,Agent_4,4.95,36.54,4.0
TKT-00269,2024-05-13 12:20:00,Account Access,Medium,Resolved,Phone,Product B,Integration,Agent_15,15.03,33.18,3.0
TKT-00270,2024-04-18 14:20:00,Account Access,Low,Resolved,Phone,Product C,Performance,Agent_6,44.8,138.13,3.0
TKT-00271,2024-06-21 12:17:00,Feature Request,Critical,Open,Chat,Product A,UI/UX,Agent_3,0.77,19.61,
TKT-00272,2024-08-03 08:53:00,Technical Issue,Critical,Resolved,Chat,Product A,Data Loss,Agent_12,1.47,12.0,4.0
TKT-00273,2024-02-11 15:01:00,Bug Report,Medium,In Progress,Phone,Product C,Documentation,Agent_5,10.1,76.27,
TKT-00274,2024-10-03 01:22:00,Billing Question,Low,Closed,Phone,Product B,Data Loss,Agent_12,19.12,137.03,3.0
TKT-00275,2024-04-24 20:04:00,General Inquiry,Critical,In Progress,Email,Product D,Documentation,Agent_8,1.76,20.51,
TKT-00276,2024-11-29 01:48:00,Billing Question,Low,In Progress,Web Portal,Product B,Documentation,Agent_13,44.76,63.77,
TKT-00277,2024-01-16 07:12:00,Technical Issue,Medium,Resolved,Chat,Product C,Integration,Agent_9,12.01,92.95,2.0
TKT-00278,2024-01-11 19:09:00,Account Access,Low,Closed,Email,Product E,Data Loss,Agent_8,52.51,143.13,3.0
TKT-00279,2024-05-02 04:30:00,Bug Report,Low,Pending,Phone,Product B,UI/UX,Agent_12,27.0,63.13,
TKT-00280,2024-12-08 03:36:00,Bug Report,Low,In Progress,Web Portal,Product D,UI/UX,Agent_14,56.71,89.29,
TKT-00281,2024-04-21 14:44:00,Bug Report,Medium,Pending,Chat,Product B,Authentication,Agent_2,19.83,24.98,
TKT-00282,2024-05-11 11:10:00,General Inquiry,Medium,Pending,Web Portal,Product E,Data Loss,Agent_3,21.22,73.28,
TKT-00283,2024-11-06 19:47:00,Feature Request,Medium,Open,Email,Product A,Payment,Agent_11,9.43,27.75,
TKT-00284,2024-02-28 05:19:00,Account Access,Critical,Closed,Phone,Product B,Performance,Agent_6,2.61,20.6,5.0
TKT-00285,2024-02-25 18:01:00,Billing Question,High,Closed,Email,Product A,Integration,Agent_6,3.38,27.47,5.0
TKT-00286,2024-06-08 18:43:00,Billing Question,Low,In Progress,Web Portal,Product E,Payment,Agent_14,63.3,119.65,
TKT-00287,2024-07-11 12:45:00,Account Access,High,Open,Email,Product D,Payment,Agent_3,9.16,12.29,
TKT-00288,2024-04-11 02:37:00,Billing Question,Low,Open,Email,Product B,Payment,Agent_2,44.59,105.62,
TKT-00289,2024-12-19 20:15:00,Feature Request,Low,Open,Phone,Product A,UI/UX,Agent_14,27.67,81.87,
TKT-00290,2024-02-22 22:49:00,Bug Report,Low,Closed,Phone,Product D,UI/UX,Agent_4,58.2,57.91,3.0
TKT-00291,2024-06-03 21:38:00,Billing Question,Medium,Closed,Web Portal,Product A,Documentation,Agent_8,11.07,54.88,5.0
TKT-00292,2024-03-02 18:50:00,Feature Request,Critical,Resolved,Web Portal,Product A,Performance,Agent_7,1.71,16.35,5.0
TKT-00293,2024-01-22 11:34:00,Bug Report,Medium,Closed,Email,Product A,Documentation,Agent_13,23.94,76.51,3.0
TKT-00294,2024-08-07 21:23:00,General Inquiry,Low,Closed,Chat,Product B,Integration,Agent_13,68.75,70.42,3.0
TKT-00295,2024-02-05 16:41:00,General Inquiry,High,Open,Email,Product A,Integration,Agent_1,10.22,22.12,
TKT-00296,2024-06-23 00:54:00,Account Access,Low,Pending,Web Portal,Product E,Performance,Agent_4,57.47,61.8,
TKT-00297,2024-08-03 15:06:00,Account Access,Low,In Progress,Email,Product C,Documentation,Agent_14,12.71,79.62,
TKT-00298,2024-08-09 11:40:00,Feature Request,Critical,Pending,Phone,Product D,Documentation,Agent_13,2.79,18.02,
TKT-00299,2024-08-23 22:09:00,General Inquiry,Low,In Progress,Email,Product D,Authentication,Agent_8,71.36,127.96,
TKT-00300,2024-08-10 05:46:00,General Inquiry,Medium,Resolved,Phone,Product B,UI/UX,Agent_6,23.13,54.9,4.0
TKT-00301,2024-09-24 20:17:00,General Inquiry,Critical,Closed,Chat,Product B,Payment,Agent_5,3.53,13.48,5.0
TKT-00302,2024-11-11 17:49:00,Feature Request,Critical,In Progress,Phone,Product B,Documentation,Agent_9,1.3,19.65,
TKT-00303,2024-09-04 14:27:00,Feature Request,Critical,In Progress,Chat,Product C,Integration,Agent_3,3.03,6.06,
TKT-00304,2024-10-30 08:20:00,Billing Question,Low,In Progress,Chat,Product E,Performance,Agent_2,24.59,135.65,
TKT-00305,2024-05-05 02:17:00,General Inquiry,Critical,In Progress,Email,Product D,Documentation,Agent_5,1.32,16.22,
TKT-00306,2024-08-18 07:48:00,Account Access,Critical,Closed,Web Portal,Product D,Performance,Agent_6,2.55,7.77,5.0
TKT-00307,2024-08-25 18:39:00,Billing Question,Medium,Pending,Web Portal,Product B,UI/UX,Agent_12,15.95,85.55,
TKT-00308,2024-12-08 12:21:00,Billing Question,High,In Progress,Email,Product B,Payment,Agent_13,6.69,34.64,
TKT-00309,2024-01-15 15:54:00,General Inquiry,Medium,Open,Chat,Product E,Performance,Agent_7,20.66,34.71,
TKT-00310,2024-06-15 05:31:00,Bug Report,Medium,In Progress,Web Portal,Product A,UI/UX,Agent_6,12.13,32.67,
TKT-00311,2024-04-18 11:51:00,Feature Request,High,Closed,Phone,Product E,Data Loss,Agent_11,2.86,26.45,4.0
TKT-00312,2024-05-12 10:17:00,Billing Question,High,Open,Web Portal,Product B,Payment,Agent_11,10.46,21.86,
TKT-00313,2024-11-01 22:56:00,Bug Report,Critical,Closed,Chat,Product D,Integration,Agent_4,2.0,7.84,4.0
TKT-00314,2024-05-21 17:00:00,General Inquiry,Medium,Resolved,Chat,Product E,Payment,Agent_3,22.95,34.53,2.0
TKT-00315,2024-09-21 06:05:00,Technical Issue,Low,Closed,Phone,Product A,Authentication,Agent_13,37.06,50.12,4.0
TKT-00316,2024-05-03 23:26:00,Bug Report,Medium,Open,Email,Product C,Payment,Agent_13,13.9,38.37,
TKT-00317,2024-09-07 17:48:00,Technical Issue,High,Pending,Web Portal,Product C,Payment,Agent_9,10.53,43.12,
TKT-00318,2024-05-03 22:30:00,Technical Issue,Critical,Open,Email,Product D,Authentication,Agent_7,0.61,11.61,
TKT-00319,2024-11-26 22:31:00,General Inquiry,Critical,Pending,Web Portal,Product A,Payment,Agent_13,0.99,14.5,
TKT-00320,2024-08-17 00:05:00,Technical Issue,Critical,Open,Phone,Product E,Documentation,Agent_4,3.56,18.0,
TKT-00321,2024-05-30 07:25:00,Technical Issue,Low,In Progress,Email,Product B,Documentation,Agent_3,30.33,165.61,
TKT-00322,2024-12-20 07:19:00,Feature Request,Low,Closed,Web Portal,Product B,Performance,Agent_13,56.27,74.61,3.0
TKT-00323,2024-12-05 18:23:00,Billing Question,High,Resolved,Web Portal,Product A,Integration,Agent_7,7.0,27.34,3.0
TKT-00324,2024-08-30 17:33:00,General Inquiry,Critical,Pending,Chat,Product E,Integration,Agent_7,2.81,5.23,
TKT-00325,2024-06-25 13:47:00,Billing Question,Medium,Pending,Chat,Product A,Data Loss,Agent_15,12.38,54.75,
TKT-00326,2024-10-08 10:22:00,Technical Issue,Critical,In Progress,Web Portal,Product E,Integration,Agent_7,1.29,5.03,
TKT-00327,2024-12-25 14:17:00,General Inquiry,Medium,In Progress,Chat,Product C,Integration,Agent_15,13.66,31.92,
TKT-00328,2024-06-05 08:14:00,Billing Question,Medium,Open,Web Portal,Product E,UI/UX,Agent_8,19.55,50.18,
TKT-00329,2024-03-02 23:12:00,Technical Issue,Low,Pending,Web Portal,Product E,Authentication,Agent_14,57.77,161.16,
TKT-00330,2024-06-10 03:47:00,Billing Question,Critical,Closed,Chat,Product B,Payment,Agent_9,2.92,18.23,4.0
TKT-00331,2024-10-01 22:11:00,Bug Report,High,Open,Chat,Product D,Payment,Agent_13,5.0,20.89,
TKT-00332,2024-04-08 06:47:00,Feature Request,Critical,In Progress,Chat,Product B,Performance,Agent_11,2.55,21.9,
TKT-00333,2024-09-04 08:46:00,Account Access,Critical,Pending,Email,Product C,Payment,Agent_6,2.49,7.64,
TKT-00334,2024-10-28 16:38:00,Technical Issue,High,Resolved,Phone,Product A,Authentication,Agent_1,2.32,12.02,3.0
TKT-00335,2024-05-24 03:53:00,Bug Report,High,Resolved,Web Portal,Product B,Performance,Agent_8,3.39,35.78,4.0
TKT-00336,2024-04-09 09:14:00,General Inquiry,Critical,Pending,Phone,Product A,Documentation,Agent_3,3.92,10.43,
TKT-00337,2024-07-03 05:19:00,General Inquiry,High,Closed,Email,Product B,Documentation,Agent_13,11.94,22.27,3.0
TKT-00338,2024-01-08 22:34:00,Bug Report,Medium,Pending,Email,Product D,Performance,Agent_1,16.23,44.17,
TKT-00339,2024-03-05 08:02:00,Feature Request,Low,Closed,Web Portal,Product D,UI/UX,Agent_12,59.95,120.78,3.0
TKT-00340,2024-01-28 17:18:00,General Inquiry,High,In Progress,Web Portal,Product B,Data Loss,Agent_13,11.14,27.51,
TKT-00341,2024-12-23 04:40:00,Feature Request,Medium,Closed,Phone,Product B,Payment,Agent_9,16.33,42.16,1.0
TKT-00342,2024-09-08 03:55:00,Technical Issue,Low,Closed,Phone,Product A,UI/UX,Agent_2,35.45,106.95,4.0
TKT-00343,2024-01-07 18:18:00,Technical Issue,High,Pending,Chat,Product A,Documentation,Agent_2,5.81,24.03,
TKT-00344,2024-08-28 15:28:00,Bug Report,Low,Pending,Phone,Product C,Authentication,Agent_6,68.92,61.38,
TKT-00345,2024-06-23 05:03:00,Bug Report,Critical,Resolved,Phone,Product C,UI/UX,Agent_6,0.72,17.38,5.0
TKT-00346,2024-05-09 15:07:00,Feature Request,High,In Progress,Email,Product B,Integration,Agent_7,5.86,36.59,
TKT-00347,2024-02-03 12:31:00,Technical Issue,Medium,Open,Phone,Product D,Documentation,Agent_13,14.55,79.47,
TKT-00348,2024-02-07 18:40:00,Technical Issue,Medium,Pending,Chat,Product C,Authentication,Agent_3,11.92,33.38,
TKT-00349,2024-12-17 01:09:00,Bug Report,Low,In Progress,Phone,Product C,Authentication,Agent_7,69.72,91.27,
TKT-00350,2024-03-17 18:19:00,General Inquiry,Medium,In Progress,Web Portal,Product E,Documentation,Agent_1,17.5,82.32,
TKT-00351,2024-02-13 07:07:00,Account Access,Medium,Resolved,Chat,Product D,Authentication,Agent_7,11.48,77.49,3.0
TKT-00352,2024-10-12 13:38:00,Bug Report,High,Pending,Web Portal,Product A,Performance,Agent_13,3.71,33.2,
TKT-00353,2024-11-01 19:14:00,Account Access,Low,Pending,Email,Product A,Data Loss,Agent_1,52.49,120.57,
TKT-00354,2024-09-24 12:28:00,Technical Issue,Medium,In Progress,Chat,Product A,Performance,Agent_11,9.2,41.15,
TKT-00355,2024-08-14 09:55:00,Bug Report,Critical,Pending,Chat,Product E,Documentation,Agent_15,3.39,9.52,
TKT-00356,2024-10-28 13:19:00,General Inquiry,High,Resolved,Phone,Product B,Authentication,Agent_11,8.03,33.04,4.0
TKT-00357,2024-10-18 19:03:00,General Inquiry,Medium,Resolved,Chat,Product B,Integration,Agent_3,6.48,30.28,3.0
TKT-00358,2024-11-08 23:06:00,Feature Request,Medium,Resolved,Email,Product A,Performance,Agent_15,9.58,31.66,3.0
TKT-00359,2024-04-16 20:13:00,Billing Question,Medium,Pending,Email,Product D,UI/UX,Agent_10,22.4,69.33,
TKT-00360,2024-05-15 21:05:00,Technical Issue,High,Pending,Email,Product E,UI/UX,Agent_1,5.86,33.67,
TKT-00361,2024-03-21 07:11:00,Technical Issue,High,Resolved,Chat,Product A,Authentication,Agent_11,4.06,13.48,2.0
TKT-00362,2024-10-09 02:10:00,Bug Report,Low,Closed,Chat,Product A,Integration,Agent_12,29.47,164.2,3.0
TKT-00363,2024-01-02 13:28:00,Billing Question,High,Open,Phone,Product B,Documentation,Agent_13,7.24,43.83,
TKT-00364,2024-12-18 19:30:00,Billing Question,Medium,In Progress,Email,Product D,UI/UX,Agent_11,14.18,82.85,
TKT-00365,2024-05-29 01:14:00,Billing Question,Medium,Closed,Phone,Product E,Documentation,Agent_15,12.64,37.89,3.0
TKT-00366,2024-05-27 22:18:00,Bug Report,Critical,Open,Email,Product E,Payment,Agent_9,0.54,12.92,
TKT-00367,2024-12-25 14:04:00,Bug Report,High,Pending,Phone,Product C,Payment,Agent_5,5.27,15.55,
TKT-00368,2024-12-17 07:59:00,Account Access,Medium,In Progress,Web Portal,Product D,Authentication,Agent_7,22.38,91.81,
TKT-00369,2024-05-15 20:37:00,Account Access,Critical,Closed,Web Portal,Product B,Data Loss,Agent_7,1.87,16.38,4.0
TKT-00370,2024-12-04 06:27:00,Account Access,Low,In Progress,Email,Product C,UI/UX,Agent_15,71.38,84.18,
TKT-00371,2024-02-28 17:14:00,Feature Request,Low,Pending,Phone,Product B,Data Loss,Agent_11,19.75,104.9,
TKT-00372,2024-11-27 04:58:00,Technical Issue,Low,Open,Chat,Product A,Authentication,Agent_12,37.1,139.32,
TKT-00373,2024-05-16 04:04:00,Account Access,Medium,Open,Chat,Product C,Data Loss,Agent_9,19.38,62.42,
TKT-00374,2024-01-31 05:50:00,Feature Request,Medium,Open,Chat,Product B,UI/UX,Agent_14,13.0,35.06,
TKT-00375,2024-06-06 19:47:00,Feature Request,Low,Closed,Phone,Product A,Documentation,Agent_5,66.22,63.34,4.0
TKT-00376,2024-10-18 09:28:00,Bug Report,Critical,Open,Web Portal,Product B,Data Loss,Agent_12,1.22,12.36,
TKT-00377,2024-03-04 14:44:00,Billing Question,Low,Closed,Chat,Product D,Documentation,Agent_12,64.23,133.39,4.0
TKT-00378,2024-06-04 22:25:00,General Inquiry,High,Closed,Email,Product B,Data Loss,Agent_6,5.1,44.1,5.0
TKT-00379,2024-05-19 16:34:00,Billing Question,Medium,Resolved,Web Portal,Product D,Performance,Agent_15,20.72,78.67,4.0
TKT-00380,2024-09-09 14:05:00,Account Access,Medium,Closed,Email,Product B,Integration,Agent_6,17.97,84.92,4.0
TKT-00381,2024-11-02 01:56:00,General Inquiry,High,In Progress,Phone,Product A,Authentication,Agent_1,3.59,32.17,
TKT-00382,2024-08-09 23:20:00,Technical Issue,Medium,Open,Chat,Product D,Payment,Agent_14,16.35,49.01,
TKT-00383,2024-11-05 08:01:00,General Inquiry,High,Closed,Email,Product E,Data Loss,Agent_5,5.1,25.18,4.0
TKT-00384,2024-02-16 07:43:00,General Inquiry,Low,Pending,Phone,Product D,Authentication,Agent_15,24.18,123.58,
TKT-00385,2024-10-21 18:01:00,Technical Issue,Low,Closed,Chat,Product A,Documentation,Agent_9,55.01,62.09,4.0
TKT-00386,2024-12-10 08:36:00,Technical Issue,Medium,Closed,Phone,Product D,Documentation,Agent_10,14.26,55.4,4.0
TKT-00387,2024-01-21 05:30:00,Feature Request,Medium,Resolved,Email,Product B,Performance,Agent_15,9.63,58.76,3.0
TKT-00388,2024-09-22 20:28:00,Feature Request,Low,In Progress,Web Portal,Product B,Performance,Agent_3,71.47,110.85,
TKT-00389,2024-05-22 05:37:00,Feature Request,High,Pending,Email,Product E,Documentation,Agent_12,6.46,46.29,
TKT-00390,2024-08-11 20:52:00,Bug Report,Low,Resolved,Email,Product D,Data Loss,Agent_7,61.47,142.91,4.0
TKT-00391,2024-09-08 02:30:00,Feature Request,High,In Progress,Web Portal,Product B,UI/UX,Agent_8,8.05,18.01,
TKT-00392,2024-06-27 13:21:00,Technical Issue,Critical,Closed,Phone,Product D,Integration,Agent_11,1.36,9.48,4.0
TKT-00393,2024-06-13 21:06:00,General Inquiry,Low,Pending,Phone,Product C,Documentation,Agent_4,31.73,164.1,
TKT-00394,2024-03-23 10:26:00,Technical Issue,High,In Progress,Email,Product B,UI/UX,Agent_15,7.69,22.43,
TKT-00395,2024-12-21 15:18:00,General Inquiry,High,Resolved,Email,Product D,UI/UX,Agent_9,6.91,46.41,2.0
TKT-00396,2024-12-05 12:52:00,Billing Question,High,Closed,Phone,Product B,Payment,Agent_10,6.63,14.19,4.0
TKT-00397,2024-10-08 01:29:00,Technical Issue,Medium,Closed,Web Portal,Product C,Integration,Agent_13,6.7,94.02,1.0
TKT-00398,2024-02-15 10:16:00,Feature Request,Medium,Open,Chat,Product C,Payment,Agent_10,7.64,37.69,
TKT-00399,2024-06-14 03:49:00,Feature Request,Critical,Resolved,Web Portal,Product B,Payment,Agent_11,2.76,20.29,4.0
TKT-00400,2024-07-25 16:52:00,General Inquiry,Critical,Pending,Email,Product C,Authentication,Agent_8,3.72,13.9,
TKT-00401,2024-01-01 21:55:00,Account Access,High,Closed,Phone,Product B,Payment,Agent_12,5.47,31.17,3.0
TKT-00402,2024-10-04 14:26:00,Bug Report,Medium,Open,Web Portal,Product A,Payment,Agent_6,21.17,60.97,
TKT-00403,2024-01-28 06:33:00,Technical Issue,High,In Progress,Email,Product E,Performance,Agent_15,9.92,14.7,
TKT-00404,2024-07-04 19:48:00,Bug Report,Medium,Closed,Chat,Product A,Integration,Agent_13,13.04,55.52,3.0
TKT-00405,2024-09-12 20:28:00,Technical Issue,Medium,In Progress,Chat,Product C,Integration,Agent_13,20.82,60.67,
TKT-00406,2024-01-27 06:17:00,Billing Question,Critical,Closed,Web Portal,Product B,Performance,Agent_11,3.47,15.25,5.0
TKT-00407,2024-10-08 04:59:00,Billing Question,High,In Progress,Email,Product A,Documentation,Agent_7,6.15,26.05,
TKT-00408,2024-05-27 14:56:00,General Inquiry,High,Resolved,Email,Product D,Data Loss,Agent_13,3.8,33.86,4.0
TKT-00409,2024-12-23 15:07:00,Bug Report,Medium,In Progress,Chat,Product D,Authentication,Agent_4,17.12,38.9,
TKT-00410,2024-01-15 20:38:00,Feature Request,Medium,In Progress,Phone,Product D,Integration,Agent_15,13.78,24.26,
TKT-00411,2024-05-02 22:10:00,Account Access,Low,Closed,Phone,Product B,Data Loss,Agent_5,35.08,116.63,3.0
TKT-00412,2024-06-08 17:00:00,Technical Issue,Critical,Closed,Web Portal,Product C,Performance,Agent_2,2.81,15.84,3.0
TKT-00413,2024-10-09 13:05:00,Technical Issue,Low,In Progress,Web Portal,Product B,UI/UX,Agent_1,53.91,49.06,
TKT-00414,2024-04-25 03:29:00,General Inquiry,Medium,Resolved,Chat,Product C,Authentication,Agent_9,7.72,90.86,1.0
TKT-00415,2024-03-01 20:53:00,Account Access,High,Pending,Email,Product E,Performance,Agent_6,8.99,30.46,
TKT-00416,2024-03-19 15:59:00,Bug Report,Medium,Open,Phone,Product B,Data Loss,Agent_7,6.79,60.27,
TKT-00417,2024-05-29 16:45:00,Bug Report,Low,In Progress,Phone,Product E,Integration,Agent_12,65.13,134.47,
TKT-00418,2024-05-19 13:53:00,General Inquiry,Critical,Resolved,Phone,Product B,Integration,Agent_12,1.05,9.18,5.0
TKT-00419,2024-09-04 15:15:00,Technical Issue,Medium,In Progress,Phone,Product E,UI/UX,Agent_12,21.89,85.38,
TKT-00420,2024-08-21 17:09:00,Billing Question,High,Open,Chat,Product E,Payment,Agent_15,7.38,22.67,
TKT-00421,2024-07-15 06:58:00,Account Access,Low,Pending,Phone,Product B,Performance,Agent_3,52.0,80.22,
TKT-00422,2024-11-02 16:47:00,Technical Issue,Medium,Pending,Email,Product A,Documentation,Agent_9,7.2,32.58,
TKT-00423,2024-03-10 02:17:00,Billing Question,High,In Progress,Phone,Product D,Payment,Agent_9,9.27,20.06,
TKT-00424,2024-07-31 10:59:00,Bug Report,High,Open,Web Portal,Product E,Performance,Agent_5,11.02,31.21,
TKT-00425,2024-09-16 08:52:00,Billing Question,Medium,In Progress,Email,Product D,Integration,Agent_4,22.36,45.01,
TKT-00426,2024-01-02 09:46:00,General Inquiry,Low,Closed,Phone,Product B,UI/UX,Agent_2,36.68,124.75,4.0
TKT-00427,2024-06-01 18:37:00,Feature Request,High,Pending,Chat,Product E,Performance,Agent_9,9.62,45.91,
TKT-00428,2024-12-03 15:55:00,Technical Issue,Critical,Resolved,Chat,Product D,Documentation,Agent_9,0.92,9.56,3.0
TKT-00429,2024-03-17 14:34:00,Account Access,Low,Resolved,Phone,Product D,Performance,Agent_5,34.12,63.96,3.0
TKT-00430,2024-09-04 11:21:00,Billing Question,High,Resolved,Web Portal,Product C,Authentication,Agent_9,9.55,43.44,3.0
TKT-00431,2024-10-09 17:24:00,Bug Report,Medium,Open,Chat,Product A,UI/UX,Agent_6,15.08,27.71,
TKT-00432,2024-08-21 10:55:00,Billing Question,Medium,Open,Email,Product D,Data Loss,Agent_13,20.03,94.56,
TKT-00433,2024-04-06 22:15:00,Bug Report,Low,Pending,Web Portal,Product B,Authentication,Agent_11,36.61,166.74,
TKT-00434,2024-10-19 12:14:00,Feature Request,High,Open,Chat,Product B,Documentation,Agent_3,3.65,19.56,
TKT-00435,2024-07-29 01:20:00,General Inquiry,High,Closed,Web Portal,Product C,UI/UX,Agent_1,4.07,16.18,5.0
TKT-00436,2024-08-30 22:58:00,Bug Report,Low,Pending,Chat,Product D,UI/UX,Agent_1,14.68,125.84,
TKT-00437,2024-07-14 12:42:00,Account Access,Low,Pending,Chat,Product E,Documentation,Agent_15,13.6,123.92,
TKT-00438,2024-11-29 04:31:00,Feature Request,Low,Closed,Web Portal,Product B,Authentication,Agent_13,50.33,164.67,1.0
TKT-00439,2024-01-19 04:32:00,General Inquiry,Critical,Closed,Phone,Product E,UI/UX,Agent_9,2.86,10.49,5.0
TKT-00440,2024-10-29 10:55:00,Billing Question,Critical,Closed,Phone,Product B,Documentation,Agent_10,2.12,22.93,5.0
